speciesCode,cat,taxonOrder,aba
whbsho8,issf,28385,
whbsho9,issf,28386,
whbsho10,issf,28387,
whbsho11,issf,28388,
japrob2,issf,28393,
japrob3,issf,28396,
ryurob2,issf,28398,
ryurob3,issf,28401,
comnig2,issf,28411,
comnig3,issf,28414,
blueth1,issf,28420,
blueth4,issf,28429,
blueth2,issf,28430,
blueth3,issf,28433,
bluwht1,issf,28443,
bluwht2,issf,28444,
whcfor4,issf,28455,
whcfor5,issf,28460,
whcfor3,issf,28461,
whtrob4,issf,28484,
whtrob5,issf,28487,
sunrob2,issf,28489,
sunrob3,issf,28490,
lisfly2,issf,28592,
lisfly3,issf,28593,
comred5,issf,28616,
comred6,issf,28617,
blkred2,issf,28624,
blkred1,issf,28627,
shtrot1,issf,28646,
shtrot2,issf,28647,
ammrot1,issf,28652,
forrot1,issf,28653,
benrot1,issf,28654,
blurot1,issf,28658,
blurot5,issf,28661,
blurot2,issf,28662,
blurot4,issf,28664,
sibsto2,issf,28681,
stonec2,issf,28682,
sibsto3,issf,28686,
stonec3,issf,28692,
stonec5,issf,28707,
stonec6,issf,28708,
moocha2,issf,28754,
moocha4,issf,28755,
moocha5,issf,28756,
moocha6,issf,28757,
arncha1,issf,28782,
arncha2,issf,28783,
norwhe2,issf,28786,
norwhe1,issf,28787,
norwhe3,issf,28790,
rebwhe2,issf,28796,
rebwhe3,issf,28797,
bntcha1,issf,28844,
bntcha2,issf,28848,
mouwhe3,issf,28875,
mouwhe6,issf,28878,
mouwhe7,issf,28879,
hyloci1,issf,28913,
hyloci2,issf,28914,
thbflo2,issf,28952,
thbflo4,issf,28955,
thbflo3,issf,28962,
flcflo2,issf,28982,
flcflo3,issf,28983,
whbflo7,issf,29014,
whbflo4,issf,29017,
whbflo8,issf,29018,
fibflo1,issf,29078,
fibflo3,issf,29082,
fibflo4,issf,29083,
fibflo5,issf,29087,
gysflo2,issf,29090,
gysflo3,issf,29095,
blbflo2,issf,29097,
blbflo3,issf,29100,
blbflo4,issf,29101,
mistle2,issf,29103,
mistle3,issf,29106,
mistle4,issf,29107,
wvbsun3,issf,29166,
wvbsun2,issf,29169,
grnsun1,issf,29180,
grnsun2,issf,29181,
gnhsun3,issf,29202,
gnhsun2,issf,29205,
camsun4,issf,29214,
camsun5,issf,29215,
camsun3,issf,29216,
putsun5,issf,29275,
putsun6,issf,29279,
mdcsun1,issf,29349,
mdcsun2,issf,29350,
ndcsun1,issf,29352,
ndcsun3,issf,29353,
beasun1,issf,29369,
beasun3,issf,29370,
shesun3,issf,29376,
shesun1,issf,29377,
palsun1,issf,29391,
palsun3,issf,29392,
shisun2,issf,29394,
shisun4,issf,29398,
oussun1,issf,29411,
oussun3,issf,29412,
varsun1,issf,29415,
varsun4,issf,29419,
varsun3,issf,29420,
olbsun5,issf,29434,
olbsun7,issf,29446,
olbsun2,issf,29447,
olbsun6,issf,29451,
olbsun1,issf,29452,
olbsun9,issf,29456,
olbsun8,issf,29457,
sousun3,issf,29463,
sousun5,issf,29464,
sousun4,issf,29465,
sousun1,issf,29466,
madsun2,issf,29470,
madsun3,issf,29471,
madsun4,issf,29472,
bktsun11,issf,29488,
bktsun10,issf,29498,
gousun4,issf,29500,
gousun3,issf,29503,
gousun2,issf,29504,
gntsun3,issf,29506,
gntsun2,issf,29515,
crisun1,issf,29521,
crisun2,issf,29529,
crisun3,issf,29535,
fotsun2,issf,29541,
fotsun3,issf,29544,
asifab1,issf,29621,
asifab2,issf,29626,
phifab2,issf,29628,
phifab3,issf,29629,
phifab6,issf,29630,
buwlea1,issf,29643,
buwlea2,issf,29652,
orblea2,issf,29665,
orblea3,issf,29668,
whbspw1,issf,29692,
whbspw2,issf,29693,
whbspw3,issf,29694,
whbspw4,issf,29695,
rehwea2,issf,29730,
rehwea3,issf,29731,
rehwea4,issf,29732,
bagwea2,issf,29736,
bagwea3,issf,29740,
bagwea4,issf,29741,
bagwea5,issf,29742,
bknwea1,issf,29756,
bknwea2,issf,29757,
spewea3,issf,29762,
spewea4,issf,29763,
bkbwea1,issf,29768,
bkbwea2,issf,29769,
katmaw1,issf,29806,
katmaw2,issf,29807,
viewea2,issf,29814,
viewea3,issf,29815,
vilwea2,issf,29817,
vilwea3,issf,29818,
vilwea4,issf,29823,
vilwea5,issf,29826,
chewea2,issf,29838,
chewea3,issf,29839,
mabwea2,issf,29846,
mabwea3,issf,29847,
rehfod4,issf,29905,
rehfod2,issf,29906,
yelbis2,issf,29931,
yelbis3,issf,29932,
yelbis4,issf,29933,
yemwid1,issf,29943,
yemwid2,issf,29944,
recwid2,issf,29948,
recwid3,issf,29951,
crifin2,issf,29991,
crifin3,issf,29992,
zebfin1,issf,30007,
chefin1,issf,30008,
masfin2,issf,30010,
masfin4,issf,30011,
bktfin1,issf,30016,
bktfin2,issf,30017,
bawman2,issf,30024,
bawman3,issf,30027,
scbmun1,issf,30046,
scbmun2,issf,30047,
chemun1,issf,30084,
chemun2,issf,30094,
gnbtwi1,issf,30194,
gnbtwi2,issf,30197,
refcrw1,issf,30207,
refcrw2,issf,30208,
fabwax3,issf,30258,
fabwax2,issf,30259,
bkfqua1,issf,30289,
afrqua2,issf,30293,
rebqua1,issf,30299,
redava1,issf,30319,
redava2,issf,30322,
wesblu2,issf,30337,
wesblu3,issf,30340,
dustwi2,issf,30366,
dustwi3,issf,30367,
bkffir2,issf,30401,
bkffir3,issf,30402,
bkffir4,issf,30403,
desspa5,issf,30528,
desspa6,issf,30529,
weywag14,issf,30639,
weywag15,issf,30640,
weywag2,issf,30641,
weywag16,issf,30643,
weywag17,issf,30644,
weywag18,issf,30646,
weywag19,issf,30647,
weywag20,issf,30648,
weywag6,issf,30649,
weywag7,issf,30650,
eaywag2,issf,30656,
weywag8,issf,30659,
weywag9,issf,30660,
citwag1,issf,30663,
citwag2,issf,30666,
whiwag1,issf,30676,
whiwag3,issf,30679,
whiwag2,issf,30680,
whiwag4,issf,30681,
whiwag5,issf,30682,
whiwag7,issf,30683,
bkbwag,issf,30685,
whiwag8,issf,30686,
whiwag6,issf,30687,
auspip2,issf,30693,
auspip3,issf,30699,
afrpip2,issf,30719,
afrpip3,issf,30720,
afrpip4,issf,30721,
jacpip1,issf,30732,
afrpip5,issf,30733,
lobpip3,issf,30741,
lobpip4,issf,30742,
lobpip5,issf,30743,
lobpip6,issf,30744,
lobpip2,issf,30745,
lobpip25,issf,30746,
lobpip8,issf,30752,
lobpip9,issf,30755,
lobpip10,issf,30758,
pecpip1,issf,30820,
pecpip2,issf,30823,
watpip2,issf,30826,
watpip3,issf,30827,
watpip4,issf,30828,
rocpip3,issf,30831,
rocpip2,issf,30834,
sibpip1,issf,30837,
amepip2,issf,30838,
shbpip3,issf,30849,
shbpip2,issf,30850,
corpip2,issf,30853,
corpip3,issf,30858,
parpip2,issf,30866,
parpip3,issf,30867,
comcha3,issf,30902,
comcha5,issf,30912,
comcha4,issf,30915,
comcha6,issf,30918,
comcha1,issf,30919,
comcha2,issf,30920,
anteup2,issf,30930,
anteup3,issf,30931,
anteup4,issf,30932,
thbeup2,issf,30981,
thbeup3,issf,30984,
hawama1,issf,31085,
hawama2,issf,31086,
greros3,issf,31135,
greros4,issf,31136,
pingro2,issf,31168,
pingro3,issf,31173,
pingro4,issf,31174,
pingro5,issf,31175,
pingro1,issf,31176,
pingro6,issf,31177,
brnbul1,issf,31179,
brnbul2,issf,31184,
eurbul2,issf,31198,
eurbul3,issf,31205,
crwfin1,issf,31210,
crwfin3,issf,31211,
gycrof2,issf,31241,
gycrof3,issf,31242,
gycrof1,issf,31243,
gycrof4,issf,31244,
houfin1,issf,31254,
houfin2,issf,31266,
purfin1,issf,31268,
purfin2,issf,31269,
reisee3,issf,31395,
reisee4,issf,31396,
comred3,issf,31424,
comred4,issf,31425,
hoared2,issf,31431,
hoared1,issf,31432,
redcro11,issf,31439,
redcro12,issf,31440,
redcro13,issf,31441,
redcro14,issf,31442,
redcro15,issf,31443,
redcro16,issf,31444,
redcro17,issf,31445,
redcro18,issf,31446,
redcro19,issf,31447,
redcro20,issf,31448,
redcro21,issf,31449,
redcro29,issf,31475,
whwcro1,issf,31481,
whwcro2,issf,31482,
mouser2,issf,31485,
mouser3,issf,31490,
eurgol1,issf,31492,
eurgol2,issf,31502,
bkhcan1,issf,31525,
damcan1,issf,31526,
pinsis1,issf,31531,
pinsis2,issf,31534,
godbun2,issf,31638,
godbun3,issf,31642,
cinbun2,issf,31668,
cinbun3,issf,31669,
cabbun2,issf,31675,
cabbun3,issf,31676,
bkfbun1,issf,31751,
bkfbun2,issf,31754,
yetbut1,issf,31762,
yetbut2,issf,31763,
astbut1,issf,31772,
astbut2,issf,31773,
combut1,issf,31782,
combut3,issf,31783,
combut4,issf,31784,
combut2,issf,31792,
combut5,issf,31793,
combut6,issf,31798,
combut7,issf,31808,
combut8,issf,31809,
combut9,issf,31810,
combut10,issf,31811,
combut11,issf,31812,
botspa1,issf,31837,
botspa2,issf,31843,
olispa1,issf,31879,
olispa2,issf,31885,
brespa1,issf,31924,
timspa3,issf,31925,
orbspa2,issf,31964,
orbspa3,issf,31971,
orbspa4,issf,31972,
bkcspa1,issf,31974,
bkcspa2,issf,31975,
pecspa2,issf,31981,
pecspa3,issf,31982,
sabspa2,issf,31989,
sabspa3,issf,31990,
chcbrf2,issf,31995,
chcbrf1,issf,31996,
foxsp2,issf,32013,
foxsp4,issf,32021,
foxsp3,issf,32027,
foxsp1,issf,32033,
slcjun,issf,32038,
daejun1,issf,32041,
orejun,issf,32042,
pisjun,issf,32050,
whwjun,issf,32052,
gyhjun,issf,32054,
rebjun1,issf,32057,
yeejun1,issf,32061,
yeejun3,issf,32064,
yeejun4,issf,32065,
rucspa6,issf,32071,
rucspa5,issf,32098,
ewcspa1,issf,32101,
mwcspa1,issf,32102,
gwcspa,issf,32103,
nwcspa,issf,32105,
pswspa1,issf,32106,
belspa1,issf,32120,
belspa3,issf,32121,
scsspa1,issf,32122,
sagspa2,issf,32123,
seaspa1,issf,32134,
dusspa1,issf,32137,
seaspa2,issf,32138,
cssspa1,issf,32142,
nstspa1,issf,32144,
nstspa2,issf,32147,
savspa4,issf,32156,
ipsspa,issf,32170,
bldspa,issf,32171,
savspa3,issf,32176,
labspa,issf,32177,
sonspa2,issf,32188,
sonspa6,issf,32191,
sonspa4,issf,32194,
sonspa7,issf,32200,
sonspa5,issf,32203,
sonspa8,issf,32209,
sonspa9,issf,32210,
sonspa1,issf,32211,
sonspa3,issf,32215,
whegrs1,issf,32270,
whegrs2,issf,32271,
spotow1,issf,32300,
spotow5,issf,32308,
spotow2,issf,32309,
spotow3,issf,32322,
spotow4,issf,32323,
eastow1,issf,32328,
eastow2,issf,32331,
whnbrf1,issf,32349,
whnbrf2,issf,32350,
moubru1,issf,32361,
moubru2,issf,32362,
tribrf1,issf,32384,
tribrf2,issf,32385,
slabru1,issf,32387,
slabru2,issf,32392,
yebbru1,issf,32398,
yebbru2,issf,32399,
whwbrf1,issf,32409,
whwbrf2,issf,32412,
wesspi2,issf,32451,
wesspi3,issf,32452,
wesspi4,issf,32453,
wesspi5,issf,32454,
wesspi6,issf,32455,
yebcha1,issf,32467,
yebcha2,issf,32468,
easmea3,issf,32475,
easmea2,issf,32476,
lilmea2,issf,32490,1
yebcac2,issf,32507,
yebcac3,issf,32510,
ruboro2,issf,32513,
ruboro3,issf,32520,
olioro2,issf,32535,
olioro3,issf,32538,
scrcac2,issf,32545,
scrcac3,issf,32546,
scrcac4,issf,32547,
yercac3,issf,32549,
yercac2,issf,32552,
moucac2,issf,32554,
moucac3,issf,32557,
orcori2,issf,32579,
orcori3,issf,32580,
hooori2,issf,32582,
hooori1,issf,32585,
hooori3,issf,32589,
epaori2,issf,32606,
epaori3,issf,32607,
varori2,issf,32609,
varori1,issf,32610,
stbori1,issf,32624,
stbori3,issf,32628,
stbori2,issf,32633,
audori1,issf,32659,
audori2,issf,32662,
rewbla1,issf,32677,
rewbla2,issf,32699,
rewbla3,issf,32702,
brocow1,issf,32726,
brocow2,issf,32730,
comgra1,issf,32753,
comgra2,issf,32756,
botgra1,issf,32758,
botgra2,issf,32759,
botgra3,issf,32762,
grtgra1,issf,32764,
grtgra2,issf,32768,
unibla1,issf,32825,
unibla3,issf,32828,
orcwar1,issf,32872,
orcwar2,issf,32873,
orcwar3,issf,32874,
orcwar4,issf,32875,
naswar1,issf,32879,
naswar2,issf,32880,
masyel2,issf,32895,
masyel4,issf,32896,
masyel5,issf,32899,
olcyel2,issf,32909,
masyel3,issf,32910,
olcyel3,issf,32911,
comyel1,issf,32922,
comyel2,issf,32926,
comyel3,issf,32932,
comyel5,issf,32936,
comyel4,issf,32937,
tropar1,issf,32959,
tropar2,issf,32960,
tropar3,issf,32961,
tropar4,issf,32962,
tropar5,issf,32963,
tropar7,issf,32964,
tropar9,issf,32965,
yelwar1,issf,32977,
maywar1,issf,32984,
yelwar3,issf,32996,
yelwar2,issf,32997,
palwar3,issf,33030,
palwar4,issf,33031,
myrwar,issf,33041,
audwar,issf,33042,
yerwar1,issf,33044,
yerwar2,issf,33045,
yetwar1,issf,33050,
yetwar2,issf,33051,
rucwar2,issf,33096,
rucwar3,issf,33101,
gocwar1,issf,33120,
gocwar3,issf,33125,
gocwar2,issf,33130,
whbwar1,issf,33136,
thswar3,issf,33140,
thswar6,issf,33141,
thswar4,issf,33142,
thswar7,issf,33143,
thswar8,issf,33146,
thswar10,issf,33147,
thswar2,issf,33150,
citwar2,issf,33161,
citwar3,issf,33165,
citwar4,issf,33166,
rivwar2,issf,33185,
rivwar3,issf,33186,
twbwar2,issf,33190,
twbwar3,issf,33191,
gobwar3,issf,33195,
gobwar4,issf,33196,
wilwar1,issf,33217,
wilwar2,issf,33218,
wilwar3,issf,33219,
redwar2,issf,33222,
redwar3,issf,33223,
gofred2,issf,33255,
gofred3,issf,33256,
heptan1,issf,33282,
heptan2,issf,33288,
heptan3,issf,33295,
recant1,issf,33327,
recant2,issf,33335,
recant3,issf,33344,
retant1,issf,33348,
retant2,issf,33352,
cartan1,issf,33361,
cartan2,issf,33365,
norcar1,issf,33383,
norcar2,issf,33401,
yelgro2,issf,33409,
yelgro1,issf,33412,
bkbgro2,issf,33418,
bkbgro3,issf,33419,
bkbgro4,issf,33420,
bkbgro1,issf,33423,
rebcha2,issf,33432,
rebcha3,issf,33433,
robcha2,issf,33438,
robcha3,issf,33439,
blusee2,issf,33441,
blusee3,issf,33442,
blusee4,issf,33443,
blubun1,issf,33461,
blubun2,issf,33464,
reccar5,issf,33499,
reccar6,issf,33500,
crfcar2,issf,33504,
crfcar3,issf,33505,
bkchem1,issf,33537,
bkchem2,issf,33538,
bkehem2,issf,33549,
bkehem3,issf,33553,
bkehem1,issf,33554,
suphem5,issf,33570,
suphem2,issf,33571,
suphem4,issf,33575,
suphem3,issf,33578,
rinwaf1,issf,33592,
rinwaf2,issf,33593,
gyhtan1,issf,33600,
gyhtan2,issf,33605,
flctan2,issf,33611,
flctan3,issf,33620,
flrtan2,issf,33655,
flrtan3,issf,33656,
pastan1,issf,33659,
chetan1,issf,33660,
lacmot1,issf,33727,
lacmot2,issf,33728,
lacmot3,issf,33729,
lacmot4,issf,33730,
lacmot5,issf,33731,
lacmot6,issf,33736,
scbmot1,issf,33738,
scbmot2,issf,33742,
buwmot1,issf,33744,
buwmot2,issf,33753,
bubmot4,issf,33756,
bubmot3,issf,33757,
bubmot1,issf,33758,
baytan1,issf,33777,
baytan4,issf,33778,
oretan2,issf,33784,
oretan3,issf,33787,
bugtan1,issf,33790,
bugtan2,issf,33797,
gontan2,issf,33839,
gontan3,issf,33843,
bkhtan1,issf,33850,
bkhtan2,issf,33851,
bubtan4,issf,33864,
bubtan3,issf,33867,
leatan2,issf,33874,
leatan3,issf,33875,
babtan2,issf,33892,
babtan3,issf,33895,
turtan2,issf,33914,
turtan3,issf,33919,
oprtan2,issf,33926,
oprtan3,issf,33930,
bahtan2,issf,33945,
bahtan3,issf,33952,
bahtan4,issf,33955,
flftan2,issf,33963,
flftan3,issf,33966,
goltan2,issf,33972,
goltan4,issf,33973,
goltan5,issf,33979,
bkfdac1,issf,33998,
bkfdac2,issf,34001,
capcon3,issf,34109,
capcon2,issf,34113,
cincon2,issf,34120,
cincon3,issf,34121,
mouflo2,issf,34130,
mouflo3,issf,34131,
mouflo4,issf,34132,
mouflo5,issf,34133,
bktflo2,issf,34140,
bktflo3,issf,34141,
masflo7,issf,34185,
masflo6,issf,34190,
gyhsif2,issf,34202,
gyhsif3,issf,34203,
whbfin2,issf,34213,
whbfin3,issf,34214,
yebfin2,issf,34216,
yebfin3,issf,34217,
tildac3,issf,34219,
tildac2,issf,34222,
nigfin2,issf,34251,
inifin1,issf,34252,
wilfin2,issf,34253,
mousif1,issf,34266,
mousif2,issf,34269,
gyhbut2,issf,34283,
gyhbut3,issf,34284,
saffin1,issf,34328,
saffin2,issf,34332,
grayef1,issf,34334,
grayef2,issf,34338,
grayef3,issf,34339,
grepaf1,issf,34357,
grepaf2,issf,34358,
whbsee3,issf,34370,
whbsee4,issf,34371,
varsee2,issf,34411,
varsee4,issf,34412,
banana4,issf,34495,
banana3,issf,34496,
banana6,issf,34497,
banana11,issf,34504,
banana9,issf,34505,
banana12,issf,34512,
banana7,issf,34513,
banana10,issf,34514,
banana8,issf,34515,
banana5,issf,34518,
cubbul2,issf,34550,
cubbul3,issf,34551,
woofin2,issf,34598,
woofin3,issf,34601,
y00934,slash,7,
y01080,slash,234,
y00469,slash,247,
y00707,slash,267,
y00468,slash,275,
y00470,slash,324,
y00471,slash,348,
y00708,slash,351,
y00314,slash,439,
y00670,slash,462,
y00830,slash,482,
y01128,slash,498,
y01129,slash,499,
y01130,slash,500,
y01131,slash,501,
mallar,slash,504,
y00600,slash,508,
y00632,slash,513,
y01099,slash,516,
y00633,slash,517,
y00766,slash,546,
y00367,slash,560,
spetea1,slash,561,
y00368,slash,572,
y00709,slash,606,
scaup,slash,626,
eider,slash,644,
whwsco,slash,654,
whwsco4,slash,655,
dawsco,slash,658,
blksco,slash,659,
y00004,slash,670,
y00224,slash,692,
y00710,slash,701,
y00601,slash,706,
y00657,slash,824,
y00831,slash,846,
y00711,slash,1019,
y01018,slash,1132,
y00608,slash,1220,
blugrs,slash,1231,
y00664,slash,1248,
y00674,slash,1319,
whephe1,slash,1420,
y00768,slash,1499,
y00936,slash,1608,
y00935,slash,1645,
y00767,slash,1682,
y00712,slash,1694,
grefla,slash,1746,
y00369,slash,1748,
y01019,slash,1791,
y00229,slash,1810,
y00012,slash,1825,
y01112,slash,1846,
y00319,slash,1949,
y00781,slash,1971,
y00782,slash,1973,
y00851,slash,2006,
y01078,slash,2027,
y01028,slash,2077,
emedov1,slash,2138,
y00852,slash,2235,
y00498,slash,2966,
y00957,slash,2977,
y01087,slash,3080,
y00857,slash,3167,
y00958,slash,3171,
y00616,slash,3175,
y00855,slash,3229,
y00856,slash,3232,
y00854,slash,3267,
y00783,slash,3294,
y00784,slash,3330,
lahcuc1,slash,3335,
y01091,slash,3339,
y01093,slash,3354,
y00853,slash,3364,
y01094,slash,3366,
y00730,slash,3367,
y00729,slash,3368,
whpwil,slash,3572,
granig,slash,3587,
y00677,slash,3596,
y00321,slash,3797,
y01084,slash,3860,
y01077,slash,3885,
y00731,slash,3977,
y00732,slash,4013,
y00860,slash,4014,
y00370,slash,4024,
y00959,slash,4040,
y00960,slash,4056,
y00669,slash,4073,
y00861,slash,4129,
y00596,slash,4187,
y00693,slash,4228,
webhum2,slash,4249,
y00862,slash,4266,
y00371,slash,4333,
y00372,slash,4394,
y00684,slash,4412,
y00863,slash,4622,
y00864,slash,4652,
y01030,slash,4687,
archil1,slash,4692,
calypt,slash,4706,
y00001,slash,4719,
y00373,slash,4755,
y00374,slash,4756,
y01132,slash,4876,
y00375,slash,4989,
lepido3,slash,5027,
y00376,slash,5052,
y00377,slash,5059,
kinrai,slash,5133,
rallus,slash,5151,
clarai,slash,5152,
y00602,slash,5160,
y00949,slash,5170,
gnwrai1,slash,5302,
commoo,slash,5336,
y00680,slash,5354,
y00951,slash,5396,
y00950,slash,5464,
y01026,slash,5465,
y00844,slash,5512,
y01025,slash,5524,
y00932,slash,5622,
y01133,slash,5625,
y01027,slash,5662,
y00222,slash,5670,
y00648,slash,5739,
y00378,slash,5756,
snoplo,slash,5760,
y00845,slash,5771,
y00379,slash,5780,
y00846,slash,5850,
y00774,slash,5872,
y00952,slash,5873,
y00380,slash,5884,
y00381,slash,5889,
y00382,slash,5907,
y01074,slash,5935,
y00953,slash,5944,
y00497,slash,5947,
y00705,slash,5954,
y00496,slash,5958,
dowitc,slash,5967,
y00477,slash,5999,
y01125,slash,6001,
soasni1,slash,6003,
y00847,slash,6007,
y00723,slash,6009,
y00635,slash,6023,
y00668,slash,6027,
y00495,slash,6034,
y00954,slash,6039,
y00476,slash,6044,
y00383,slash,6054,
y00775,slash,6157,
y00776,slash,6159,
y00479,slash,6178,
y00480,slash,6182,
y00481,slash,6183,
murre,slash,6200,
y00223,slash,6220,
xanmur,slash,6227,
y00777,slash,6229,
y00482,slash,6230,
y00697,slash,6258,
y00384,slash,6278,
y00385,slash,6282,
y00778,slash,6286,
y00955,slash,6290,
y00685,slash,6301,
y00779,slash,6305,
y00441,slash,6325,
y00683,slash,6335,
y00848,slash,6351,
y00386,slash,6355,
y00724,slash,6356,
y00725,slash,6358,
y00682,slash,6367,
y00726,slash,6378,
y00849,slash,6379,
y00956,slash,6385,
y00656,slash,6387,
noddy,slash,6425,
y00780,slash,6429,
y00318,slash,6463,
y00661,slash,6476,
y00850,slash,6484,
y00662,slash,6487,
y00317,slash,6535,
y01134,slash,6545,
y00727,slash,6547,
y01065,slash,6551,
y00316,slash,6568,
y00387,slash,6574,
y00473,slash,6608,
y00219,slash,6615,
y00220,slash,6618,
shyalb,slash,6662,
y00388,slash,6714,
y00937,slash,6727,
y00939,slash,6731,
y00715,slash,6747,
y00228,slash,6757,
grwpet1,slash,6775,
herpet,slash,6782,
y00609,slash,6790,
y00713,slash,6803,
y00472,slash,6808,
y01135,slash,6810,
y00676,slash,6867,
y00606,slash,6871,
y00020,slash,6876,
medshe1,slash,6884,
towshe,slash,6889,
y00931,slash,6891,
y00832,slash,6895,
litshe,slash,6902,
y00714,slash,6905,
troshe1,slash,6915,
y00716,slash,6962,
y01136,slash,6968,
y00474,slash,6993,
y01020,slash,7052,
y00770,slash,7059,
y00769,slash,7069,
y00694,slash,7076,
y00833,slash,7081,
y00389,slash,7142,
y01116,slash,7143,
y00834,slash,7184,
y01021,slash,7199,
y00717,slash,7211,
y00835,slash,7225,
y00390,slash,7250,
y00771,slash,7296,
y00940,slash,7317,
y00610,slash,7327,
y00941,slash,7333,
plegad,slash,7349,
y00836,slash,7351,
blfibi1,slash,7367,
sacibi1,slash,7372,
y00658,slash,7485,
y00634,slash,7538,
y00837,slash,7543,
y00838,slash,7544,
y00942,slash,7546,
y00718,slash,7644,
y00719,slash,7645,
y01022,slash,7658,
y00772,slash,7711,
y00391,slash,7721,
eamhar1,slash,7723,
norhar,slash,7733,
y00840,slash,7738,
y00720,slash,7739,
y01023,slash,7826,
y00943,slash,7868,
y01073,slash,7869,
y00841,slash,7877,
y00842,slash,7892,
y00612,slash,7910,
y00392,slash,7937,
y00666,slash,7938,
y00611,slash,7959,
y00393,slash,7966,
y00944,slash,7970,
y00721,slash,7982,
y00945,slash,8010,
gryhaw1,slash,8065,
y00773,slash,8084,
y00946,slash,8132,
y00947,slash,8137,
y00948,slash,8138,
y01024,slash,8149,
y00843,slash,8152,
y01137,slash,8281,
y00394,slash,8331,
y00858,slash,8344,
y01138,slash,8618,
y00859,slash,8641,
y01139,slash,8778,
y00673,slash,8842,
souboo2,slash,8901,
y00785,slash,8917,
y00787,slash,9017,
viotro1,slash,9055,
y00659,slash,9185,
y00865,slash,9250,
y00396,slash,9274,
y00397,slash,9280,
y01097,slash,9288,
y01032,slash,9295,
y00866,slash,9323,
y01033,slash,9342,
y00733,slash,9378,
y00398,slash,9418,
y00867,slash,9456,
y00868,slash,9739,
y00734,slash,9860,
y01079,slash,9885,
indrol1,slash,9888,
y00869,slash,10232,
y00399,slash,10272,
y01095,slash,10277,
y00870,slash,10279,
y00400,slash,10506,
y00962,slash,10583,
y01140,slash,10586,
y01141,slash,10591,
y00401,slash,10625,
y00019,slash,10639,
y00789,slash,10645,
y00963,slash,10706,
y00788,slash,10709,
y00617,slash,10729,
y00735,slash,10755,
y00790,slash,10867,
y00964,slash,10891,
y01076,slash,10914,
y00965,slash,10916,
y00322,slash,10939,
y00871,slash,10997,
y00737,slash,11096,
y01090,slash,11097,
blrfla1,slash,11107,
y01034,slash,11130,
grnwoo1,slash,11158,
y00736,slash,11173,
y00679,slash,11236,
blcwoo2,slash,11305,
y00323,slash,11390,
y00872,slash,11414,
y00689,slash,11416,
y00613,slash,11477,
y00933,slash,11479,
y01111,slash,11525,
y00402,slash,11542,
y00873,slash,11687,
y01061,slash,11812,
y00874,slash,12053,
y01035,slash,12132,
y01142,slash,12136,
y00791,slash,12195,
y00875,slash,12255,
y00483,slash,12273,
y00876,slash,12385,
mafpar2,slash,12465,
y00877,slash,12512,
y00792,slash,12586,
y00878,slash,12612,
y00793,slash,12628,
y00794,slash,12630,
y00879,slash,12718,
y00880,slash,12725,
y00403,slash,12833,
y00966,slash,12875,
y01143,slash,12956,
y01114,slash,13032,
y00881,slash,13071,
y00703,slash,13081,
y01113,slash,13108,
y00967,slash,13320,
y00690,slash,13434,
y00404,slash,13664,
y00882,slash,13717,
y00405,slash,13916,
y00795,slash,13964,
y00706,slash,14257,
y00968,slash,14330,
y00738,slash,14366,
y00969,slash,14512,
reetho1,slash,14733,
y00686,slash,14840,
y00970,slash,14917,
y00700,slash,15000,
y00886,slash,15106,
y01121,slash,15163,
y01037,slash,15490,
y01038,slash,15491,
y00796,slash,15559,
y00797,slash,15573,
y00406,slash,15575,
y00660,slash,15982,
y00739,slash,16052,
y01036,slash,16091,
y00884,slash,16093,
y01089,slash,16134,
woopew,slash,16243,
y00324,slash,16291,
y00618,slash,16300,
y00014,slash,16301,
wesfly,slash,16316,
y00883,slash,16347,
y00603,slash,16379,
andtyr1,slash,16397,
y00971,slash,16406,
y00972,slash,16644,
y01144,slash,16664,
y00798,slash,16733,
y00799,slash,16741,
y00885,slash,16750,
y00607,slash,16770,
y00740,slash,16787,
y00325,slash,16789,
y00619,slash,16797,
y01109,slash,16974,
y00887,slash,17013,
y00407,slash,17041,
grahon1,slash,17091,
y01063,slash,17161,
ruffie1,slash,17650,
y00973,slash,17686,
bljbab1,slash,17850,
y01115,slash,17927,
y00974,slash,17929,
y00408,slash,18135,
y00891,slash,18355,
y00485,slash,18499,
y00484,slash,18509,
y00704,slash,18520,
y00741,slash,18534,
reevir,slash,18549,
y01145,slash,18555,
y01146,slash,18563,
y00409,slash,18622,
y01147,slash,18839,
y00691,slash,18873,
y01041,slash,18877,
y00800,slash,18901,
y01039,slash,18988,
blhbat1,slash,19129,
y01096,slash,19185,
y00663,slash,19186,
y00889,slash,19200,
y00890,slash,19255,
y00892,slash,19520,
y00893,slash,19527,
y00801,slash,19528,
fotdro1,slash,19645,
vemdro1,slash,19650,
y00638,slash,19684,
y00410,slash,19768,
y00976,slash,19938,
y00977,slash,19955,
y00978,slash,19963,
y00742,slash,19964,
y00802,slash,20050,
y00803,slash,20201,
y00894,slash,20204,
rutshr1,slash,20245,
y00975,slash,20253,
y00411,slash,20274,
y00620,slash,20301,
norshr,slash,20319,
y01040,slash,20320,
chgshr2,slash,20324,
comfis1,slash,20353,
y01067,slash,20424,
wesjay,slash,20526,
mexjay,slash,20537,
y00804,slash,20620,
y00413,slash,20659,
