speciesCode,cat,taxonOrder,aba
putbab1,species,25305,
bncbab1,species,25332,
marbab2,species,25336,
blcbab1,species,25337,
shtbab1,species,25344,
ashbab1,species,25349,
sptbab1,species,25350,
bubbab1,species,25355,
sumbab1,species,25361,
tembab1,species,25362,
whcbab1,species,25368,
ferbab1,species,25371,
sulbab1,species,25372,
ruvpri1,species,25377,
swapri1,species,25380,
broill1,species,25381,
pabill1,species,25390,
mouill1,species,25397,
blaill1,species,25400,
scbill1,species,25408,
thrbab1,species,25409,
puvill1,species,25413,
ruwill1,species,25416,
stwbab3,species,25418,
abbbab1,species,25419,
horbab2,species,25428,
blbbab1,species,25436,
mowbab1,species,25437,
stwbab1,species,25438,
limwrb4,species,25447,
limwrb2,species,25448,
limwrb3,species,25449,
rbwbab1,species,25451,
stwbab2,species,25452,
bowbab1,species,25459,
fawbab1,species,25460,
eywbab1,species,25461,
lbwbab1,species,25475,
sumwrb1,species,25476,
whtwrb1,species,25477,
namscb1,species,25478,
stsbab1,species,25479,
brcful1,species,25483,
bkbful1,species,25492,
broful1,species,25495,
javful1,species,25498,
nepful1,species,25499,
gycful3,species,25503,
gycful5,species,25506,
gycful1,species,25509,
gycful4,species,25510,
mouful1,species,25513,
strlau2,species,25518,
cutia1,species,25523,
viecut1,species,25527,
gyccro1,species,25530,
spocro1,species,25531,
scalau1,species,25532,
brclau1,species,25536,
blwlau1,species,25539,
strlau1,species,25540,
bhulau1,species,25545,
strlau3,species,25546,
varlau1,species,25547,
blflau1,species,25550,
whwlau1,species,25557,
prhlau1,species,25558,
elllau1,species,25559,
retlau1,species,25562,
collau1,species,25567,
chclau2,species,25568,
asslau1,species,25572,
rewlau1,species,25578,
sielau1,species,25581,
gowlau1,species,25587,
mallau1,species,25588,
bkclau1,species,25590,
bkclau2,species,25591,
kerlau2,species,25592,
kerlau3,species,25593,
lotsib1,species,25594,
whesib1,species,25599,
rufsib1,species,25600,
beasib1,species,25604,
grysib1,species,25607,
blbsib1,species,25608,
blhsib1,species,25611,
hotbar1,species,25619,
taibar1,species,25622,
sttbar1,species,25623,
strbar1,species,25630,
blwmin1,species,25633,
chtmin1,species,25642,
rufbar1,species,25650,
spebar1,species,25655,
bkcbar1,species,25660,
reblei,species,25661,2
siemes1,species,25668,
retmin1,species,25681,
rubsib1,species,25686,
buglio1,species,25693,
gyflio1,species,25694,
stelio1,species,25695,
reflio2,species,25696,
reflio3,species,25699,
lagbab2,species,25702,
ashlau1,species,25703,
slbbab1,species,25704,
rufbab3,species,25705,
orbbab1,species,25708,
junbab2,species,25709,
yebbab1,species,25716,
rufcha2,species,25720,
scacha1,species,25725,
irabab1,species,25730,
combab1,species,25731,
combab3,species,25734,
fulcha1,species,25737,
arabab1,species,25742,
strbab1,species,25746,
whtbab1,species,25750,
spibab1,species,25751,
capbab1,species,25752,
wtmbab1,species,25756,
chmbab1,species,25757,
rcmbab1,species,25761,
brobab1,species,25762,
whrbab2,species,25766,
hipbab1,species,25772,
scabab2,species,25773,
armbab1,species,25777,
bacbab1,species,25784,
crebab1,species,25785,
blabab2,species,25786,
dusbab2,species,25789,
sopbab1,species,25790,
harbab1,species,25791,
bklbab1,species,25794,
bkfbab1,species,25797,
norpib1,species,25800,
spblau1,species,25804,
orblau1,species,25807,
melthr,species,25808,2
taihwa1,species,25811,
lenlau1,species,25814,
ruflau1,species,25825,
sunlau1,species,25828,
whclau2,species,25831,
sumlau1,species,25836,
blhlau1,species,25837,
whnlau1,species,25840,
camlau1,species,25841,
grylau1,species,25842,
ruclau3,species,25845,
suklau1,species,25849,
ruclau1,species,25850,
chelau1,species,25858,
moulau1,species,25859,
spolau1,species,25864,
gialau1,species,25869,
bielau1,species,25870,
barlau1,species,25871,
wynlau1,species,25872,
ruvlau1,species,25873,
whclau1,species,25874,
yetlau1,species,25875,
buclau1,species,25876,
chclau3,species,25879,
chhlau1,species,25882,
runlau1,species,25886,
chblau1,species,25887,
bltlau1,species,25888,
whblau1,species,25895,
maslau1,species,25900,
gnlthr,species,25901,
pedlau1,species,25910,
chibub1,species,25915,
chibab2,species,25916,
giabab1,species,25920,
tibbab1,species,25924,
whtlau1,species,25927,
ruclau2,species,25931,
gyslau,species,25932,
buflau1,species,25938,
ruslau1,species,25939,
ruckin,species,25942,1
gockin,species,25946,1
goldcr1,species,25954,
flamec1,species,25971,
firecr3,species,25972,
firecr1,species,25973,
wallcr1,species,25977,
chbnut2,species,25980,
chbnut3,species,25981,
chbnut4,species,25987,
eurnut2,species,25988,
chvnut1,species,26016,
kasnut1,species,26019,
whtnut1,species,26020,
whbnut1,species,26021,
rebnut,species,26022,1
whcnut1,species,26023,
prznut1,species,26024,
whbnut,species,26025,1
pygnut,species,26037,1
bnhnut,species,26045,1
bnhnut2,species,26046,
cornut1,species,26047,
algnut1,species,26048,
krunut1,species,26049,
snbnut1,species,26050,
yunnut1,species,26053,
rocnut1,species,26054,
pernut1,species,26060,
vefnut1,species,26066,
yebnut1,species,26072,
subnut1,species,26077,
blunut1,species,26084,
gianut1,species,26088,
beanut1,species,26091,
eurtre1,species,26093,
eurtre3,species,26104,
sictre1,species,26108,
brncre,species,26109,1
shttre1,species,26127,
battre1,species,26134,
ruftre4,species,26139,
bnttre1,species,26140,
bnttre2,species,26141,
spocre2,species,26147,
spocre3,species,26152,
colgna1,species,26153,
tafgna1,species,26157,
lobgna5,species,26162,
lobgna4,species,26177,
guigna3,species,26181,
sltgna1,species,26182,
iqugna1,species,26183,
guigna2,species,26184,
inagna1,species,26186,
guigna4,species,26187,
masgna1,species,26189,
crbgna1,species,26193,
cubgna1,species,26194,
trogna1,species,26195,
whlgna3,species,26204,
trogna2,species,26205,
buggna,species,26211,1
bktgna,species,26221,1
calgna,species,26225,2
bkcgna,species,26229,3
whlgna2,species,26233,
rocwre,species,26237,1
nigwre1,species,26248,
scbwre1,species,26249,
fluwre1,species,26258,
wibwre1,species,26263,
gymwre1,species,26267,
tobwre1,species,26270,
canwre,species,26271,1
sumwre1,species,26275,
navwre1,species,26276,
zapwre1,species,26277,
houwre,species,26278,1
houwre5,species,26314,
socwre2,species,26315,
clawre1,species,26316,
rubwre2,species,26317,
ochwre1,species,26322,
mouwre1,species,26326,
samwre1,species,26332,
tepwre1,species,26333,
winwre4,species,26339,
pacwre1,species,26369,1
winwre3,species,26385,1
timwre1,species,26389,
sedwre1,species,26393,1
sedwre,species,26394,
merwre1,species,26415,
apowre1,species,26416,
marwre,species,26419,1
carwre,species,26438,1
bewwre,species,26451,1
whhwre1,species,26469,
babwre1,species,26472,
grbwre1,species,26481,
giawre1,species,26484,
runwre1,species,26485,
spowre1,species,26494,
bouwre1,species,26495,
yucwre1,species,26496,
cacwre,species,26497,1
stbwre2,species,26507,
faswre1,species,26511,
bicwre1,species,26514,
thlwre1,species,26521,
sohwre1,species,26525,
blbwre1,species,26528,
pltwre1,species,26532,
incwre1,species,26539,
whiwre1,species,26540,
mouwre2,species,26549,
corwre1,species,26554,
rubwre1,species,26567,
spbwre1,species,26575,
spbwre2,species,26582,
hapwre1,species,26586,
bltwre1,species,26593,
sinwre1,species,26595,5
banwre1,species,26599,
rawwre1,species,26607,
antwre2,species,26613,
nicwre1,species,26614,
stbwre1,species,26615,
sttwre1,species,26616,
plawre1,species,26619,
plawre3,species,26620,
istwre1,species,26622,
rivwre1,species,26624,
baywre1,species,26625,
supwre1,species,26635,
bubwre1,species,26638,
lobwre1,species,26650,
fabwre1,species,26653,
grywre1,species,26654,
rufwre1,species,26656,
shawre1,species,26660,
perwre1,species,26663,
fulwre1,species,26664,
whbwre1,species,26669,
wbwwre1,species,26678,
bwwwre1,species,26695,
gbwwre1,species,26696,
gybwow3,species,26712,
munwow1,species,26713,
chbwre1,species,26715,
sonwre1,species,26718,
muswre2,species,26724,
spwbab1,species,26732,
whtdip1,species,26733,
brodip1,species,26747,
amedip,species,26751,1
whcdip1,species,26757,
rutdip1,species,26761,
reboxp1,species,26762,
yeboxp1,species,26763,
stsrha2,species,26767,
lobrha1,species,26770,
stbrha1,species,26771,
visrha1,species,26775,
fibmyn1,species,26776,
fibmyn2,species,26777,
metsta1,species,26778,
yeesta1,species,26785,
tansta1,species,26786,
atosta1,species,26787,
rensta1,species,26790,
lotsta1,species,26791,
whesta2,species,26794,
brwsta1,species,26795,
sacsta1,species,26799,
ruwsta1,species,26800,
strsta1,species,26804,
pohsta1,species,26807,
sinsta1,species,26808,
mousta1,species,26809,
asgsta1,species,26810,
molsta1,species,26825,
shtsta1,species,26828,
micsta1,species,26829,
polsta1,species,26837,
samsta1,species,26851,
kossta1,species,26852,
rarsta1,species,26853,
myssta1,species,26854,
norsta1,species,26855,
raista2,species,26856,
sulmyn1,species,26858,
helmyn1,species,26859,
locmyn1,species,26860,
apomyn2,species,26861,
coleto1,species,26862,
whnmyn1,species,26866,
baemyn1,species,26869,
yefmyn1,species,26870,
golmyn1,species,26871,
lotmyn1,species,26875,
gocmyn1,species,26876,
ceymyn1,species,26877,
hilmyn,species,26878,
sohmyn1,species,26887,
engmyn1,species,26888,
niamyn1,species,26889,
eursta,species,26890,1
sposta1,species,26903,
watsta1,species,26905,
rossta2,species,26906,
dausta1,species,26907,
chcsta1,species,26908,
bkcsta1,species,26910,
aspsta2,species,26911,
whfsta2,species,26918,
balmyn1,species,26919,
rodsta2,species,26920,
reusta1,species,26921,
whssta2,species,26922,
brasta1,species,26923,
chtsta2,species,26924,
malsta1,species,26927,
whhsta2,species,26929,
rebsta1,species,26933,
whcsta1,species,26934,
commyn,species,26935,2
banmyn1,species,26938,
vibsta3,species,26939,
bkwsta1,species,26942,
junmyn1,species,26946,
whvmyn,species,26952,
pabmyn1,species,26953,
colmyn1,species,26954,
whvmyn1,species,26955,
cremyn,species,26959,
madsta1,species,26966,
vibsta2,species,26967,
slbsta1,species,26971,
pawsta1,species,26974,
neusta1,species,26975,
rewsta1,species,26978,
chwsta1,species,26981,
walsta1,species,26986,
trista1,species,26990,
whbsta1,species,26991,
brcsta1,species,26992,
somsta1,species,26993,
socsta1,species,26994,
spwsta1,species,26995,
babsta1,species,26996,
whcsta2,species,26999,
magsta1,species,27000,
shasta2,species,27001,
abbsta2,species,27002,
natsta1,species,27003,
stusta1,species,27004,
kensta1,species,27005,
bbgsta1,species,27008,
phgsta1,species,27011,
ctgsta1,species,27012,
hilsta1,species,27013,
shesta1,species,27014,
bugsta1,species,27015,
ruegls1,species,27016,
ltgsta1,species,27019,
megsta1,species,27020,
ashsta2,species,27024,
spgsta1,species,27025,
prgsta1,species,27030,
gobsta5,species,27031,
supsta1,species,27032,
chbsta1,species,27033,
afpsta1,species,27034,
whcsta3,species,27035,
fissta1,species,27038,
lbesta1,species,27039,
stgsta1,species,27042,
gbesta1,species,27045,
emesta1,species,27050,
pugsta1,species,27051,
capgls1,species,27054,
btgsta1,species,27055,
blumoc,species,27060,5
bawmoc1,species,27063,
blacat1,species,27064,
grycat,species,27065,1
whbthr1,species,27066,
scbthr,species,27069,
peethr1,species,27075,
brotre1,species,27081,
gratre1,species,27086,
cubthr,species,27090,1
ocethr1,species,27100,
brnthr,species,27103,1
lobthr,species,27106,2
cozthr1,species,27111,
benthr,species,27112,2
grathr1,species,27117,
calthr,species,27120,2
lecthr,species,27123,2
crithr,species,27128,2
sagthr,species,27135,1
chimoc1,species,27136,
patmoc1,species,27137,
chbmoc1,species,27138,
whbmoc1,species,27143,
brbmoc1,species,27144,
bahmoc,species,27145,4
galmoc1,species,27148,
chamoc1,species,27155,
hoomoc1,species,27156,
chamoc2,species,27157,
lotmoc1,species,27158,
socmoc1,species,27163,
tromoc,species,27164,
normoc,species,27176,1
granda1,species,27184,
easblu,species,27185,1
wesblu,species,27195,1
moublu,species,27203,1
rufthr1,species,27207,
fifthr1,species,27211,
rtathr1,species,27212,
wtathr1,species,27215,
towsol,species,27221,1
brbsol1,species,27224,5
cubsol1,species,27228,
rutsol1,species,27231,
blfsol1,species,27239,
varsol1,species,27240,
slcsol1,species,27241,
andsol1,species,27244,
kamao,species,27250,6
amaui,species,27251,6
olomao,species,27252,6
omao,species,27255,2
puaioh,species,27256,2
lotthr1,species,27257,
alpthr1,species,27258,
himthr1,species,27259,
sicthr1,species,27261,
geomal1,species,27264,
dasthr1,species,27265,
lobthr1,species,27266,
evethr1,species,27269,
sunthr1,species,27270,
scathr2,species,27271,
scathr8,species,27274,
scathr6,species,27279,
scathr4,species,27280,
scathr5,species,27281,
bonthr2,species,27282,
sacthr2,species,27283,
sacthr3,species,27284,
oltthr1,species,27285,
nebthr1,species,27289,
bouthr1,species,27290,
rutthr1,species,27291,
fabthr1,species,27298,
sulthr1,species,27300,
fruith1,species,27305,
purcoc1,species,27306,
grecoc1,species,27307,
sumcoc1,species,27309,
javcoc1,species,27310,
varthr,species,27311,1
bbnthr1,species,27315,
obnthr1,species,27318,5
sbnthr1,species,27336,
runthr1,species,27345,
rcnthr1,species,27350,
bhnthr1,species,27359,5
spnthr1,species,27363,
sponit2,species,27366,
veery,species,27369,1
gycthr,species,27374,1
bicthr,species,27377,2
swathr,species,27380,1
herthr,species,27389,1
woothr,species,27403,1
blasol1,species,27404,
whesol1,species,27405,
rubsol1,species,27406,
aztthr,species,27411,4
sibthr1,species,27412,
piethr1,species,27415,
spgthr1,species,27416,
bkegrt1,species,27423,
grygrt1,species,27426,
crgthr1,species,27429,
obgthr1,species,27432,
abgthr1,species,27433,
orgthr1,species,27441,
spwthr1,species,27447,
ashthr1,species,27448,
burthr1,species,27449,
serthr2,species,27450,
chcthr1,species,27451,
engthr1,species,27452,
chbthr1,species,27453,
orbthr1,species,27454,
slbthr1,species,27457,
rubthr2,species,27458,
rabthr1,species,27461,
orhthr1,species,27462,
chithr2,species,27479,
grothr1,species,27480,
misthr1,species,27486,5
sonthr1,species,27490,5
abythr1,species,27495,
taithr1,species,27503,
usathr1,species,27504,
redwin,species,27505,4
mourob1,species,27508,
eurbla,species,27511,5
pabthr1,species,27519,
cocthr1,species,27523,
hauthr1,species,27529,
yelthr1,species,27530,
pavthr1,species,27536,
whtrob1,species,27540,4
whnrob1,species,27553,
rubthr1,species,27563,
clcrob,species,27566,2
baerob1,species,27573,
ecuthr1,species,27576,
hauthr3,species,27577,
unithr1,species,27579,
somthr1,species,27580,
chibla1,species,27581,
abethr1,species,27584,
kurthr1,species,27585,
comthr1,species,27590,
yemthr1,species,27594,
olithr2,species,27595,
karthr1,species,27602,
forthr1,species,27604,
paethr1,species,27609,
whethr1,species,27610,
lasthr1,species,27611,
blarob1,species,27614,
soorob1,species,27615,
amerob,species,27616,1
rubrob,species,27626,3
rucrob1,species,27629,
austhr1,species,27630,
plbthr2,species,27635,
slathr3,species,27636,
lawthr1,species,27637,
bkbthr4,species,27638,
trithr1,species,27639,
crbthr1,species,27643,
blbthr1,species,27644,
bkbthr3,species,27649,
marthr2,species,27652,
chbthr2,species,27653,
blhthr1,species,27654,
grethr1,species,27663,
chithr1,species,27671,
slathr2,species,27676,
glbthr1,species,27677,
prithr1,species,27683,
satthr1,species,27684,
whcthr1,species,27685,
grcthr1,species,27686,
relthr1,species,27687,5
afrthr1,species,27696,
islthr24,species,27710,
gywbla1,species,27711,
eurbla2,species,27712,
japthr1,species,27718,
gybthr1,species,27719,
ticthr1,species,27720,
blbthr2,species,27721,
gysthr1,species,27722,
eyethr,species,27723,3
brhthr1,species,27725,
izuthr1,species,27728,
palthr1,species,27729,
islthr1,species,27730,
whbthr2,species,27788,
tibbla1,species,27789,
fieldf,species,27790,4
whcbla1,species,27791,
chethr1,species,27792,
rinouz1,species,27795,
datthr1,species,27799,
retthr1,species,27800,
dusthr2,species,27802,4
dusthr1,species,27803,5
gysfly1,species,27808,4
dasfly,species,27809,4
ferfly1,species,27815,
asbfly,species,27816,5
asbfly1,species,27819,
subfly2,species,27820,
brbfly2,species,27821,
subfly3,species,27822,
bnsfly1,species,27823,
afdfly1,species,27827,
ligfly2,species,27838,
yeffly1,species,27839,
spofly1,species,27840,5
gamfly1,species,27850,
swafly3,species,27851,
casfly1,species,27856,
boefly1,species,27858,
ussfly1,species,27859,
soofly1,species,27860,
dubfly2,species,27863,
marfly1,species,27867,
afgfly1,species,27871,
palfly2,species,27880,
chafly2,species,27896,
wbffly1,species,27902,
afffly1,species,27905,
gyttif1,species,27910,
grytif1,species,27913,
olifly1,species,27917,
chafly1,species,27920,
tesfly1,species,27923,
ashfly1,species,27924,
hercha1,species,27931,
silver1,species,27932,
fisfly1,species,27933,
yebfly2,species,27934,
nimfly1,species,27935,
nobfly1,species,27936,
sobfly1,species,27940,
wheslf1,species,27946,
angslf1,species,27951,
abyslf1,species,27954,
grcfly3,species,27957,
ficale3,species,27958,
ficale2,species,27959,
kasrob2,species,27962,
fosrob1,species,27965,
brsrob1,species,27971,
besrob1,species,27974,
misrob1,species,27977,
blsrob1,species,27978,
rutscr1,species,27981,
kasrob1,species,27989,
bbsrob1,species,27994,
rbsrob1,species,27995,
indrob1,species,28008,
magrob,species,28014,
rutsha2,species,28024,
mamrob1,species,28025,
semrob1,species,28029,
phimar1,species,28030,
whrsha,species,28031,2
andsha1,species,28049,
whbsha1,species,28050,
vissha1,species,28054,
whvsha1,species,28055,
blasha1,species,28056,
whgfly1,species,28057,
rubfly3,species,28061,
whbsho1,species,28065,
whbsho3,species,28066,
matfly2,species,28069,
blffly1,species,28070,
tibfly2,species,28071,
whtfly2,species,28074,
rubfly1,species,28078,
blbfly3,species,28079,
habfly1,species,28082,
wbbfly1,species,28085,
pacblf1,species,28086,
pabfly2,species,28091,
butfly1,species,28095,
butfly2,species,28100,
larblf1,species,28102,
hibfly1,species,28103,
hibfly3,species,28108,
hibfly4,species,28111,
lobblf1,species,28114,
mabfly1,species,28118,
pabfly1,species,28119,
bobfly2,species,28120,
tibfly3,species,28121,
tibfly4,species,28126,
mabfly2,species,28130,
subfly1,species,28141,
bncjuf1,species,28148,
nicjuf1,species,28149,
gycjuf1,species,28150,
fucjuf1,species,28151,
flojuf1,species,28154,
chtjuf1,species,28157,
banjuf1,species,28167,
suljuf1,species,28168,
larnil1,species,28170,
smanil1,species,28175,
fujnil1,species,28178,
rubnil1,species,28179,
ruvnil1,species,28183,
vivnil1,species,28184,
bawfly2,species,28188,
zapfly1,species,28191,
dubfly3,species,28193,
nilfly2,species,28194,
indfly1,species,28195,
verfly4,species,28200,
burjuf1,species,28204,
islfly1,species,28205,
wbrcha1,species,28213,
morcha1,species,28216,
arrcha1,species,28219,
ofrcha1,species,28222,
carcha1,species,28229,
wtrcha1,species,28234,
bsrcha1,species,28235,
gywroc1,species,28238,
rurcha1,species,28243,
wbrcha2,species,28247,
rcrcha1,species,28251,
chrcha1,species,28255,
whrcha1,species,28258,
scrcha1,species,28259,
wcrcha1,species,28262,
anccha1,species,28267,
copthr1,species,28268,
rtpthr1,species,28269,
spmthr1,species,28270,
eurrob1,species,28274,5
whsrob1,species,28283,
swyrob1,species,28294,
brcale1,species,28297,
retale1,species,28309,
choale1,species,28312,
whcale1,species,28315,
forrob1,species,28316,
bocaka1,species,28322,
lowaka1,species,28332,
equaka1,species,28336,
shaaka1,species,28339,
eacaka1,species,28342,
gabaka1,species,28347,
usaaka1,species,28348,
iriaka1,species,28349,
rubaka1,species,28350,
bagbab2,species,28351,
eyjfly1,species,28352,
rufjuf1,species,28353,
negjuf1,species,28354,
minjuf1,species,28355,
gresho1,species,28356,
rubsho1,species,28361,
gousho1,species,28362,
lessho1,species,28365,
whbsho4,species,28371,
whbsho5,species,28372,
whbsho6,species,28374,
whbsho12,species,28375,
rutrob1,species,28390,4
ruhrob1,species,28391,
japrob1,species,28392,
ryurob1,species,28397,
inbrob1,species,28402,
sibrob,species,28405,5
whtrob3,species,28408,
thrnig1,species,28409,
comnig1,species,28410,
whbred1,species,28416,
blueth,species,28419,
ceywht1,species,28434,
shwthr1,species,28435,
javwht1,species,28436,
chwwht1,species,28437,
borwht1,species,28438,
mawthr2,species,28439,
mawthr1,species,28440,
fowthr1,species,28441,
blwthr1,species,28442,
litfor1,species,28451,
whcfor1,species,28454,
spofor1,species,28462,
sunfor1,species,28467,
chnfor1,species,28470,
blbfor1,species,28471,
slbfor1,species,28472,
fireth1,species,28474,
btbrob1,species,28475,
sibrub,species,28476,3
himrub1,species,28477,
chirub1,species,28481,
whtrob2,species,28483,
sunrob1,species,28488,
blfrob1,species,28491,
refblu,species,28494,4
himblu1,species,28495,
rbbrob1,species,28497,
wbbrob1,species,28498,
gobrob1,species,28502,
cobrob1,species,28505,
korfly1,species,28508,
narfly1,species,28509,
narfly2,species,28510,5
narfly3,species,28511,
mugfly,species,28514,5
slbfly1,species,28515,
barfly1,species,28516,
slbfly2,species,28517,
snbfly1,species,28522,
pybfly1,species,28537,
rugfly1,species,28540,
sapfly1,species,28543,
lipfly1,species,28547,
ultfly1,species,28556,
rutfly6,species,28559,
taifly1,species,28560,4
kasfly1,species,28561,
rebfly,species,28562,
semfly1,species,28564,
eupfly1,species,28565,
atlfly1,species,28570,
colfly1,species,28572,
rucfly3,species,28576,
rucfly1,species,28577,
palfly1,species,28580,
furfly1,species,28581,
rutfly5,species,28582,
damfly1,species,28583,
cicfly1,species,28584,
lomfly1,species,28588,
sumfly1,species,28589,
blbfly2,species,28590,
lisfly1,species,28591,
rutfly7,species,28594,
bunfly1,species,28595,
blfred1,species,28605,
plured1,species,28606,
luzred1,species,28609,
rubred2,species,28610,
whcred1,species,28611,
alsred1,species,28612,
bucred1,species,28613,
moured1,species,28614,
comred2,species,28615,5
hodred1,species,28618,
whtred1,species,28619,
whwred2,species,28620,
blared1,species,28623,
daured1,species,28635,
lirthr1,species,28639,
cbrthr1,species,28642,
wtrthr1,species,28643,
bcrthr1,species,28644,
strthr1,species,28645,
serthr1,species,28648,
forrot2,species,28651,
litrot1,species,28655,
rtrthr1,species,28656,5
burthr,species,28657,
mirthr1,species,28665,
carthr1,species,28668,
whinch1,species,28670,
whbbus4,species,28672,
whtbus1,species,28673,
caisto1,species,28674,
stonec4,species,28677,
sibsto1,species,28680,4
stonec7,species,28689,
afrsto1,species,28691,
reusto1,species,28709,
whtsto2,species,28710,
piebus1,species,28712,
jerbus1,species,28729,
grybus1,species,28730,
timbus1,species,28733,
busbus1,species,28737,
siccha1,species,28738,
karcha1,species,28742,
tracha1,species,28747,
moocha1,species,28753,
moccha1,species,28758,
wwccha1,species,28767,
soocha1,species,28768,
noacha1,species,28769,
soacha1,species,28773,
conmoo1,species,28774,
mouwhe1,species,28775,
ruecha1,species,28780,
whbcha2,species,28781,
ruacha1,species,28784,
norwhe,species,28785,2
capwhe1,species,28791,
rebwhe1,species,28795,
isawhe1,species,28798,
heuwhe1,species,28799,
hoowhe1,species,28800,
deswhe1,species,28801,
bkewhe1,species,28806,
cypwhe1,species,28807,
bkewhe2,species,28808,
piewhe1,species,28811,5
wfbcha1,species,28816,
somwhe1,species,28822,
rerwhe1,species,28823,
blacks1,species,28826,
famcha1,species,28833,
somcha1,species,28842,
brtcha1,species,28843,
indcha1,species,28851,
varwhe1,species,28852,
blawhe1,species,28856,
humwhe2,species,28859,
whtwhe1,species,28860,
mouwhe5,species,28864,
mouwhe4,species,28867,
finwhe1,species,28871,
mouwhe2,species,28874,
retwhe3,species,28880,
retwhe2,species,28881,
boucha1,species,28884,
bohwax,species,28886,2
cedwax,species,28890,1
japwax1,species,28892,
kauoo,species,28894,6
oahoo,species,28895,6
bisoo,species,28896,6
hawoo,species,28897,6
kioea,species,28898,6
bayfly1,species,28899,
grsfly1,species,28902,5
ltsfly1,species,28907,
phaino,species,28908,1
palmch1,species,28911,
olfwhi1,species,28912,
hypoco1,species,28915,
gursug1,species,28916,
capsug1,species,28919,
spothr1,species,28920,
dapthr1,species,28923,
gycill1,species,28927,
olbflo1,species,28928,
yebflo2,species,28932,
crbflo1,species,28937,
palflo1,species,28941,
yerflo1,species,28944,
scbflo2,species,28945,
speflo1,species,28947,
gorflo1,species,28948,
thbflo1,species,28951,
brbflo1,species,28966,
whiflo1,species,28969,
yevflo1,species,28970,
yebflo1,species,28973,
whtflo1,species,28974,
yesflo1,species,28975,
olcflo1,species,28978,
flcflo1,species,28981,
bicflo1,species,28986,
cebflo1,species,28990,
resflo1,species,28991,
rekflo1,species,28992,
sccflo1,species,28993,
orbflo1,species,28994,
whbflo1,species,29013,
pabflo1,species,29021,
plaflo1,species,29025,
plaflo2,species,29027,
andflo1,species,29033,
pygflo1,species,29034,
crcflo1,species,29040,
flbflo3,species,29041,
flbflo2,species,29042,
ashflo1,species,29043,
olcflo2,species,29044,
recflo1,species,29047,
louflo1,species,29057,
rebflo1,species,29060,
midflo1,species,29064,
motflo1,species,29068,
blfflo1,species,29069,
recflo2,species,29072,
fibflo2,species,29077,
blsflo1,species,29088,
gysflo1,species,29089,
blbflo1,species,29096,
mistle1,species,29102,
scbflo1,species,29108,
schflo1,species,29116,
rucsun2,species,29121,
sctsun2,species,29133,
gyhsun1,species,29137,
plbsun1,species,29138,
ancsun1,species,29141,
plasun1,species,29142,
pltsun2,species,29143,
pltsun3,species,29159,
retsun3,species,29163,
mobsun1,species,29164,
wvbsun1,species,29165,
kvbsun1,species,29172,
uvbsun1,species,29173,
vitsun1,species,29174,
ligsun2,species,29175,
gresun1,species,29179,
bansun1,species,29182,
colsun2,species,29183,
pygsun2,species,29193,
nivsun2,species,29194,
amasun2,species,29195,
reisun2,species,29196,
prisun2,species,29197,
newsun2,species,29198,
satsun1,species,29199,
orbsun2,species,29200,
gnhsun1,species,29201,
bansun3,species,29208,
btbsun2,species,29209,
camsun2,species,29213,
buhsun1,species,29217,
eaosun1,species,29223,
mocsun2,species,29235,
butsun2,species,29239,
carsun2,species,29242,
gntsun1,species,29245,
amesun2,species,29249,
sccsun2,species,29253,
hunsun2,species,29259,
socsun2,species,29262,
pursun3,species,29263,
crbsun2,species,29266,
vahsun1,species,29267,
putsun3,species,29274,
blksun1,species,29280,
cotsun2,species,29304,
bocsun2,species,29305,
pubsun3,species,29306,
tacsun1,species,29307,
brosun1,species,29310,
malsun1,species,29314,
retsun2,species,29317,
gowsun2,species,29322,
olbsun3,species,29326,
tinsun2,species,29331,
miosun2,species,29332,
miosun3,species,29333,
sdcsun3,species,29337,
neesun2,species,29341,
stusun1,species,29342,
prisun3,species,29347,
mdcsun3,species,29348,
ndcsun2,species,29351,
gdcsun2,species,29354,
regsun2,species,29357,
rocsun2,species,29360,
edcsun3,species,29361,
edcsun4,species,29362,
edcsun1,species,29363,
morsun2,species,29366,
lovsun3,species,29367,
beasun2,species,29368,
marsun2,species,29371,
shesun2,species,29375,
consun2,species,29378,
recsun2,species,29379,
bkbsun1,species,29380,
pubsun4,species,29383,
tsasun1,species,29386,
vibsun2,species,29387,
pemsun2,species,29388,
ortsun3,species,29389,
palsun2,species,29390,
shisun3,species,29393,
splsun2,species,29401,
johsun2,species,29402,
supsun2,species,29405,
ruwsun2,species,29409,
oussun2,species,29410,
whbsun2,species,29413,
varsun2,species,29414,
dussun2,species,29421,
urssun2,species,29424,
batsun2,species,29425,
copsun2,species,29426,
pursun4,species,29429,
olbsun4,species,29433,
apbsun2,species,29458,
flbsun2,species,29459,
sousun2,species,29462,
madsun1,species,29469,
seysun2,species,29473,
humsun2,species,29474,
anjsun2,species,29477,
maysun2,species,29478,
lobsun2,species,29479,
elesun1,species,29483,
fitsun1,species,29484,
bltsun1,species,29487,
gousun1,species,29499,
grtsun1,species,29505,
lovsun1,species,29516,
temsun1,species,29517,
scasun1,species,29518,
wecsun1,species,29519,
eacsun1,species,29520,
magsun1,species,29539,
fotsun1,species,29540,
hansun1,species,29545,
whfsun1,species,29552,
flasun1,species,29553,
mansun1,species,29556,
mewsun2,species,29559,
mousun1,species,29560,
